Published_date,Bid_closing_date,Tender_opening_date,Title,Organisation,Value
01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotational Thromboelastometry (ROTEM)] [HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_23],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of High-Performance Liquid Chromatograph with PDA/RI/FLD] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Western Blot Apparatus with Compatible power] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_27]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Vertical Gel Electrophoresis Apparatus with] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_26]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Thalassaemia and Hemoglobinopathy testing/Screening System] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_22]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Laparoscopic Surgery set with High-Definition] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of OAE (screening)] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Motor electric Dermabrader] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of NdYag Laser with IPL] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Supply, Installation and Commissioning of High Through put Real Time PCR] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of High Performance Liquid ChromatographyAnalytical with Auto Iniector] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[resectoscope with High-Definition Camera] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_10],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Laparoscopic Surgery set with High-Definition] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Themal Cycler] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_23]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of High-Performance Liquid Chromatograph with PDA/RI/FLD] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of lnverted Fluorescent Microscope livecell] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of New-born Resuscitation Manikin] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_15]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Nursing baby with SimPadA.lursing kid with] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of OAE (screening)] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Pacemaker Dual Chamber - Extemal] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Patient Care Sirnulator with Sim Pad] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Power Assisted Liposuction System] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_20]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Radiofrequency Generator with integrated vessel] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_21]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Thalassaemia and Hemoglobinopathy testing/Screening System] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_22]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Themal Cycler] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_23]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of High Performance Liquid ChromatographyAnalytical with Auto Iniector] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[High end Operating Microscope] [HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of IVUS] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,80,00,000"
31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Single Chamber Temporary Pacemaker] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,000"
31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Air Particle Counter] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,000"
31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Integrated Automated Charting System upgradable for ICU Monitoring Systems] [HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Dexa Scan] [HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,75,00,000"
31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Digital Non- Mydriatic Fundus Camera] [HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_3],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"17,10,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Fully Automated IHC Stainer] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"90,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of High end Operating Microscope] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"16,00,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of High end Operating Microscope] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"7,00,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of High end Operating Microscope] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"16,00,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of DEXA Scan] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Cavitational /Cavitron - Ultrasonic Surgical Aspirator (CUSA) / Ultrasonic Aspirator] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Fully Automated IHC Stainer] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"90,00,000"
31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer] [HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"50,00,000"
31-Mar-2023 05:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ECHO and USG Machine] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_18],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"14,40,00,000"
31-Mar-2023 05:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of DEXA Scanner (BMD)] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_17],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,60,00,000"
31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Cryotherapy] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_15],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"16,56,600"
31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CT 128 Slice] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_16],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,00,000"
31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ENT Workstation] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_19],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"3,00,00,000"
31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CRRT Machine] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_14],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"90,00,000"
31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Fibro Scan] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_20],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"3,20,00,000"
31-Mar-2023 05:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Continuous Glucose Monitoring System] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_13],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"18,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Basic Transcranial Magnetic Stimulator] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_9],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"70,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CO2 Laser] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_12],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,80,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Transcranial Doppler] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"72,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotary Microtome] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Cryostat] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_3],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,20,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Apheresis Machine] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_6],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"30,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotary Microtome] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Basic Transcranial Magnetic Stimulator] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_9],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"70,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CO2 Laser] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_12],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,80,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Transcranial Doppler] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"72,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Gel Documentation System] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_4],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"48,00,000"
31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Agarose Gel Electrophoresis System] [HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_5],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,000"
31-Mar-2023 04:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Uretero-renoscope- Adult] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Tympanometer] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Ultrasonic cutting ] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Platform pedography system] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Point of Care Device for estimation of cardiac biomarkers (CKMB, Troponin, BNp, Myoglobin) and PT-INR] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Shaver System cum micro drill] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Rigid Thoracoscope (VATS)] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_15]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Micro-Perc for Paediatric PCNL for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/24/22-23][2023_HLL_150644_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Low Fidelity Mannequin for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/22/22-23][2023_HLL_150641_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Physical assessment simulator] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Fully Automated Coagulometer] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Microscope Phase contrast with Camera for MCH-AIIMS New Delhi] [HITES/PCD/MCH-AIIMS/20/22-23][2023_HLL_150638_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of ICP Monitor] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Microscope with Phase Contrast and Camera attachment for MCH-AIIMS, New Delhi.] [HITES/PCD/MCH-AIIMS/21/22-23][2023_HLL_150640_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Low Fidelity Mannequin for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/22/22-23][2023_HLL_150641_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Advanced Paediatric advanced laparoscopy Instrument Set for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/24/22-23][2023_HLL_150644_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Flexible Uretero-Reno Scope for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/24/22-23][2023_HLL_150644_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Gradient PCR Machine] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of HPLC system] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of ICP Monitor] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of HPLC system] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Gamma Camera] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Osmometer] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Pacemaker Single Chamber - External] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Osmometer] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Pacemaker Single Chamber - External] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Patient Care Simulator] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
